视频链接,选择下载选项,保存路径,下载状态,timestamp
https://www.youtube.com/watch?v=w1Hmet5o0FQ,单个视频,F:\Video,"❌ 下载失败: [0;31mERROR:[0m [download] Got error: EOF occurred in violation of protocol (_ssl.c:997)",2025-03-07 23:31:10.345429
